symbol,entrada,invertido,valor,ret_%,estado
MU,2026-04-27,100.0,130.9557379103694,30.955737910369407,trailing 15% 2026-05-18
ZIM,2026-02-17,100.0,91.58178529597835,-8.418214704021654,trailing 15% 2026-05-28
AGX,2026-03-09,100.0,133.05026921510543,33.05026921510543,trailing 15% 2026-06-08
MU,2026-05-26,100.0,96.64798393040311,-3.352016069596886,trailing 15% 2026-06-05
DELL,2026-06-01,100.0,84.9045503300944,-15.095449669905603,trailing 15% 2026-06-05
NBIS,2026-06-01,100.0,83.31995598807832,-16.68004401192168,trailing 15% 2026-06-08
FIX,2025-07-28,100.0,253.4630118498244,153.4630118498244,trailing 15% 2026-06-10
EFXT,2026-03-02,100.0,104.65005918530643,4.650059185306432,trailing 15% 2026-06-10
YOU,2026-04-20,100.0,93.34345281816613,-6.656547181833872,trailing 15% 2026-06-10
FTI,2026-03-09,100.0,103.0036969112225,3.0036969112225087,trailing 15% 2026-06-18
STX,2026-05-04,100.0,125.85187936261791,25.8518793626179,trailing 15% 2026-06-26
SNDK,2026-05-04,100.0,157.09177139771737,57.09177139771737,trailing 15% 2026-06-24
AUPH,2025-11-17,100.0,103.80688759440099,3.8068875944009983,trailing 15% 2026-07-01
ALAB,2026-05-26,100.0,130.42338785861017,30.423387858610162,trailing 15% 2026-07-02
STRL,2026-06-08,100.0,87.90456441235722,-12.095435587642777,trailing 15% 2026-07-01
FIX,2026-06-15,100.0,90.96979398544194,-9.030206014558061,trailing 15% 2026-07-02
MU,2026-06-15,100.0,91.44015807994147,-8.559841920058531,trailing 15% 2026-07-02
GVA,2025-08-11,100.0,120.34069238796292,20.34069238796292,trailing 15% 2026-07-09
SPHR,2026-02-17,100.0,131.3246448936887,31.324644893688713,trailing 15% 2026-07-13
KLIC,2026-05-11,100.0,104.61106298158803,4.611062981588043,trailing 15% 2026-07-07
AGX,2026-06-22,100.0,84.10080224685487,-15.899197753145133,trailing 15% 2026-07-07
ALAB,2026-07-06,100.0,83.90856774129435,-16.09143225870565,trailing 15% 2026-07-13
DELL,2026-06-08,100.0,96.07819428287127,-3.9218057171287346,trailing 15% 2026-07-20
RSI,2026-07-06,100.0,82.84025798908189,-17.159742010918112,trailing 15% 2026-07-30
CGNX,2026-07-06,100.0,83.58023091711244,-16.41976908288756,trailing 15% 2026-07-29
LQDA,2026-05-18,100.0,160.72672873899643,60.72672873899643,abierta
DINO,2026-07-13,100.0,104.06612920517578,4.066129205175795,abierta
FTI,2026-07-13,100.0,101.8537947977212,1.8537947977212088,abierta
KNSA,2026-07-20,100.0,121.03370358799859,21.033703587998588,abierta
JBHT,2026-07-20,100.0,90.53151013156678,-9.468489868433227,abierta
DELL,2026-07-27,100.0,105.84774455783425,5.847744557834256,abierta
INSW,2026-07-27,100.0,98.37285718445368,-1.627142815546323,abierta
VLO,2026-08-03,100.0,105.30424801631335,5.304248016313351,abierta
FTNT,2026-08-03,100.0,99.170606728106,-0.8293932718940078,abierta
HNGE,2026-08-10,100.0,100.0866626635688,0.08666266356880392,abierta
MPC,2026-08-10,100.0,105.11724409126263,5.1172440912626405,abierta
